"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Fragile and conflict affected situations","FCS","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.8827131459314","35.3533636857532","38.4234673726884","40.635295167256","40.1300813102634","39.6197223231106","43.6031458371127","44.8746876685338","45.2801082701675","44.5529868012346","45.2296650431797","48.0062691550944","49.1739366840859","50.1878635908416","50.5451851440071","50.7255200592345","54.115990502072","54.7829599673284","55.0169117193204","","",
"Finland","FIN","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Fiji","FJI","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66.9","71.8128128051758","73.1336059570313","74.4535217285156","75.7680892944336","77.0728378295898","79.63","80","80.8835144042969","82.1069793701172","83.3143463134766","88.9","86.16","86.9556198120117","89.0069274902344","90.1521224975586","91.1318054199219","91.75","93.6912612915039","95.1486129760742","96.6237716674805","96","99.5933609008789","","",
"France","FRA","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Faroe Islands","FRO","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Micronesia, Fed. Sts.","FSM","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46","48.4435157775879","50.2514343261719","52.0405960083008","53.8065376281738","55.5474624633789","57.272274017334","58.9925651550293","60.719913482666","62.4659042358398","64.5315202481064","67.1521224975586","69.3561096191406","71.3196258544922","73.3299560546875","75.6398315429688","78.0014724731445","80.1308822631836","82.099723815918","","",
"Gabon","GAB","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73.6","76.5015716552734","77.4398956298828","78.3594665527344","79.2558135986328","81.6","80.9823684692383","81.8330612182617","82.6908187866211","83.5672149658203","92.2313461303711","90.4978866577148","89.3","86.4","88.5421447753906","89.6473541259766","90.7703704833984","91.9022827148438","93.0356826782227","","",
"United Kingdom","GBR","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Georgia","GEO","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.9","98.9401397705078","99.0190887451172","97.9350541215654","99.1108322143555","99.1441268920898","99.1844863891602","99.2434768676758","99.3327026367188","99.6476364135742","100","99.8974075317383","100","99.9918899536133","100","100","100","","",
"Ghana","GHA","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.6","32.1480026245117","34.2146072387695","36.2836074829102","38.3556022644043","42.6","42.5042114257813","43.7","46.6314353942871","48.6758575439453","48.3","52.7039642333984","54.6813850402832","55.0934500757703","58.5994911193848","60.5","62.5458335876465","64.2","64.06256","69.2180709838867","70.7","78.3","75.7182388305664","79.3","79","82.3945770263672","","",
"Gibraltar","GIB","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Guinea","GIN","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.4","15.5391550064087","16.7780532836914","18.0026664733887","19.2085247039795","20.3911590576172","20.2","22.6902847290039","23.8272705078125","24.9713134765625","26.1340007781982","27.3269157409668","28.5616416931152","26.2","31.1755599975586","32.5403633117676","33.9318656921387","33.5","35.4","44","","",
"Gambia, The","GMB","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.7","18.2984199523926","19.950325012207","21.6046257019043","23.2619209289551","24.9219627380371","26.5811290740967","34.3","29.8789520263672","31.5086727142334","27.8","34.7073783874512","30.4562675012354","37.8167152404785","39.3588066101074","40.9079551696777","42.4757499694824","47.2740135192871","48.9028778076172","50.3662223815918","51.5","52.8587913513184","54.4280319213867","56.0490341186523","56.2","60.3","","",
"Guinea-Bissau","GNB","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.5361990950226","8.02470779418945","9.29649448394775","4.7","6","13.2700548171997","14.6825084686279","16.1394596099854","17.2","20.2964935302734","23.2933483123779","26","28.6620216369629","","",
"Equatorial Guinea","GNQ","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66.1","65.6772308349609","65.8435363769531","66.0454330444336","66.2740325927734","66.5204238891602","66.7757186889648","67.0325012207031","","",
"Greece","GRC","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Grenada","GRD","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85.04","85.5264892578125","85.9598083496094","86.3833160400391","86.7925415039063","87.1830062866211","87.5502548217773","87.8924789428711","88.2185974121094","88.5401916503906","90","89.2161407470703","89.5936660766602","88.8","90.4823226928711","90.9961395263672","91.5455551147461","92.4674072265625","93.6172790527344","94.534912109375","95.2919845581055","","",
"Greenland","GRL","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Guatemala","GTM","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60.8","67.6789016723633","68.9023056030273","70.1284561157227","70.9","73.318205","73.7837829589844","78.667838","78.512204","77.3105392456055","78.4393692016602","83.730998","80.6602935791016","81.7755584716797","82.9094619750977","84.0735931396484","84.026414","86.5354614257813","87.8358840942383","85.494371","90.5346298217773","91.9151458740234","93.3","94.6954650878906","","",
"Guam","GUM","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.9251403808594","99.9392852783203","99.9536743164063","99.968620300293","99.983154296875","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Guyana","GUY","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72.376631","70.6883392333984","71.3234481811523","71.9609527587891","72.601448059082","73.2446899414063","73.8870544433594","74.5240783691406","75.1512832641602","75.7642059326172","76.3583755493164","76.929313659668","77.5","73.3825878594249","78.5303497314453","79.0626983642578","77.6","82.3978424072266","83.7841720581055","85.0049819946289","85.9853134155273","86.9","88.3391723632813","89.7176361083984","90.8638610839844","91.8495254516602","","",
"High income","HIC","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.8137554986411","99.8507248030971","99.8429146431747","99.8534846064371","99.8579200935697","99.8635692252672","99.8646520953185","99.8747163888275","99.8919635294858","99.886618918105","99.9010998752795","99.898244120204","99.90409338347","99.9378798435845","99.9140462230543","99.9178525707484","99.9434213265563","99.9287877814838","99.9331737044372","99.9524583603517","99.9447645588403","99.9614887648623","99.971017767635","99.9542678626219","99.9768527857818","99.9762541900453","99.9679234495088","99.995353953035","99.9973414017083","","",
"Hong Kong SAR, China","HKG","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Honduras","HND","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54.781937","58.913112","61.100156","64.733947","66.122022","61.68112","64.794754","66.859519","67.394103","67.4056015014648","64.2","63.141137","65.090464","67.113528","68.903309","71.266448","73.548187","76.396899","78.269685","80.984668","82.195298","83.607727","87.184881","88.653773","89.98171","91.6","86.5","91.88720703125","","",
"Heavily indebted poor countries (HIPC)","HPC","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.925531815939","22.2666976171029","22.4627173738564","23.5721763984399","24.2815219447284","22.3203755951727","25.8302172624152","34.363457740329","27.9609358847373","28.0776196094542","29.622917628681","28.9427419662694","32.8684514152515","33.3888713695801","35.1431568037039","35.5281312797972","40.9857458730235","42.2119827793518","44.6259014822002","","",
"Croatia","HRV","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Haiti","HTI","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.3","29.693675994873","30.299560546875","30.9081916809082","31.5159454345703","33.7","31.542382","33.2892532348633","31.6","34.3851356506348","34.8964500427246","33.9","35.8823318481445","36.380069732666","36.8964500427246","37.4430618286133","38.0314826965332","37.9","39.3527870178223","40.0712890625","40.9844589233398","40.4","43.8","45.277889251709","","",
"Hungary","HUN","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"IBRD only","IBD","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83.7176330905344","82.7651293903725","85.1058842591015","85.7518984854891","86.2743547926852","87.1869770812973","88.0090627412962","88.6911312697047","89.4226276062897","90.5700569355026","91.4572730518152","89.2058478416532","92.8057965369918","93.153113520315","93.9692471276699","95.2361549780089","95.9315661201545","96.868933324328","97.8089551416291","","",
"IDA & IBRD total","IBT","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73.6339715718555","73.3239157936666","74.9739744828569","75.7394087286633","75.9712668785989","76.4224927658885","77.5717722817637","78.8423159911736","78.7978176425999","79.6340478098571","80.4438419994222","79.0966965238398","82.2573281340229","82.5490969263496","83.1517263278029","84.421652610984","85.9548465796814","87.0169909167429","87.8926087720329","","",
"IDA total","IDA","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.5347157702965","37.9588779763058","34.8750074599843","36.8762409992242","38.8846807977841","40.5162294828906","40.3063384319523","40.0103876665582","42.6258071653211","46.3933770284408","44.2566511501355","44.2694971935394","44.7645028090623","46.7608233590226","48.9128944934031","49.4419803598684","49.79864277809","51.5018710218539","55.977551818982","57.8033757413752","58.8914004348505","","",
"IDA blend","IDB","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53.7512109759693","55.0910689629646","54.494940116421","55.2154909521021","55.6433538059484","58.0197755618442","56.8017983462974","57.2817848751606","57.4751893665663","58.5307057209936","58.900590175242","58.1235220773602","57.0380980077208","61.7842488298699","61.3593380215501","62.4274673120712","61.5431417443058","61.5584623234658","66.5799096898095","64.6072734382039","66.7209649464062","","",
"Indonesia","IDN","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48.9","66.2638320922852","55.43","62.8","66.86","72.39","80.3","80.94","83.73","86.3","86.26","87.6","87.94","89.01","85.6768646240234","90.62","91.1","92.73","93.55","94.15","94.83","96","96.4642583061542","97.01","97.5373674369822","97.62","98.14","98.51","","",
"IDA only","IDX","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.5001306730258","23.351646472043","26.1309248521252","30.0896579321381","31.3339684597931","31.7176045908214","31.3157613067415","35.0944298640367","40.2585270665658","36.8467046598191","37.3219240039712","38.6087943639044","39.2092891643996","42.6468372887005","42.8940278111174","43.8675622326255","46.4169996215985","50.6121284565967","54.3585253019985","54.9265658689618","","",
"Isle of Man","IMN","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"India","IND","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50.9","48.8495330810547","50.5580062866211","52.268871307373","53.9827346801758","55.6993408203125","60.1","59.1254577636719","55.8","62.3","64.1798400878906","64.4","67.4434356689453","67.9","70.6452713012695","72.2509918212891","75","76.3","67.6","79.9","80.7915420532227","83.5347213745117","88","89.6719207763672","92.6","95.2358551025391","","",
"Not classified","INX","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Iran, Islamic Rep.","IRN","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97.9","97.8078079223633","97.9949035644531","98.1632385253906","98.3083572387695","98.4284515380859","98.4","98.6319046020508","98.7384262084961","98.8635940551758","99.0189819335938","99.216194152832","99.46337890625","99.7550659179688","100","99.9846954345703","100","100","100","","",
"Iraq","IRQ","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97.6221115649304","98.1","97.9187927246094","98.0071792602539","98.1257934570313","98","99.3","98.7515411376953","99.0420532226563","99.3592529296875","99.6942596435547","99.9098510742188","99.9","","",
"Iceland","ISL","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Israel","ISR","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Italy","ITA","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Jamaica","JAM","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70.334586","77.2316741943359","78.0239105224609","78.8167495727539","79.6107788085938","80.406608581543","85.706045","82.0060501098633","82.8100204467773","84.554112","84.4108505249023","87.708112","86.681291","86.7273101806641","87.4589691162109","88.1656188964844","88.8561553955078","89.5421676635742","92","90.9469604492188","92.2","91.1","93.1","93.9","93.3","94.9","96.9973373413086","97.9645614624023","98.9332809448242","","",
"Jordan","JOR","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96.8","97.7941589355469","97.8872375488281","97.9809265136719","98.0758056640625","98.172477722168","98.2715530395508","98.9","98.4784317016602","98.5823669433594","98.6809616088867","98.7697372436523","99.5","98.8999633789063","99.173436820348","98.9399642944336","98.9313507080078","98.8","98.9121322631836","99.4","98.9674911499023","99.1481246948242","99.5","99.3657608032227","99.5804443359375","99.8218231201172","99.9292373657227","100","99.9","","",
"Japan","JPN","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Kazakhstan","KAZ","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.9","98.6033554077148","98.7210311889648","98.8414535522461","97","99.0752029418945","99.1795883178711","99.2696914672852","99.3410415649414","99.38916015625","99.4122695922852","99.766547651744","99.4217376708984","99.431266784668","100","99.5178451538086","99.7974683544304","99.7927017211914","99.904296875","99.9762573242188","100","100","100","100","","",
"Kenya","KEN","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.9","2.29841494560242","4.47194576263428","6.64787149429321","8.82679080963135","14.5","13.1892490386963","15.3646945953369","17.5303230285645","19.6816673278809","16","23.9236240386963","26.0079708099365","28.0762119293213","30.1399269104004","32.2107009887695","23","19.2","38.5812225341797","40.7926635742188","43.0486030578613","36","41.6","65.4","63.5890884399414","75","","",
"Kyrgyz Republic","KGZ","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.8","99.7015533447266","99.7303314208984","99.7537689208984","99.7673950195313","100","99.747314453125","99.7046737670898","99.4423076923077","99.5532455444336","99.4649505615234","99.3837203979492","99.3211288452148","99","99.4305419921875","99.8","99.5400695800781","99.8","99.8023147583008","99.9218292236328","100","100","","",
"Cambodia","KHM","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.67","8.87269973754883","16.6","15.5085153579712","18.8072299957275","19.3","25.3439292907715","20.5","31.791259765625","35.0023460388184","26.4","41.4572792053223","31.1","48.0331268310547","51.3919372558594","54.7952461242676","56.1","68.8159027099609","76.6025009155273","89.07","91.5506744384766","","",
"Kiribati","KIR","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69.6764054575327","68.8","67.4731979370117","69.8460922241211","64.19","63.1677367075983","77.1229705810547","79.6365356445313","82.1945877075195","84.7882461547852","90.5581814089579","93.5708160400391","98.6","100","","",
"St. Kitts and Nevis","KNA","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93.53","95.3539962768555","95.6927719116211","96.0083160400391","96.2988510131836","96.5732727050781","96.8431625366211","97.1201248168945","97.4157257080078","99.7138519287109","100","100","100","100","100","100","100","100","","",
"Korea, Rep.","KOR","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.9799270629883","99.9898681640625","99.9966583251953","99.9994812011719","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Kuwait","KWT","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Latin America & Caribbean (excluding high income)","LAC","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88.1193691104553","88.7531153179128","89.6638778356298","88.0422030194805","89.0344346287805","89.4851292056119","90.1319387000654","90.8136674685692","91.1589724539275","91.8174849505788","92.4261718409823","92.4913194651575","93.0546125809862","93.4095117296595","94.076605522047","94.3873569072472","95.131169483457","95.2648926510981","95.8761370581279","96.1266399281984","96.4836383382513","96.8251124414868","96.9549123231256","97.2359583261062","97.4379157445198","97.7648453529925","98.2423899578941","","",
"Lao PDR","LAO","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31","26.1486110687256","25","31.791072845459","34.6164932250977","37.4446640014648","40.2719573974609","43.0939025878906","45.9060325622559","46.3","48","54.2388381958008","57.2","57.0410587037665","62.3946495056152","66","67.8478469848633","70.6139907836914","70","76.3666277465237","79.4735412597656","83.0171127319336","89.7","90.7551040649414","93.6","97.9198226928711","","",
"Lebanon","LBN","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.9","99.6017608642578","99.3838170909681","99.9","99.9","99.7856674194336","99.8782577514648","99.6840109542869","99.9923934936523","100","100","100","100","100","100","","",
"Liberia","LBR","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","1.24338209629059","1.9","5.18985843658447","4.1","9.30016899108887","9.8","9.4","16.1107311248779","19.8","24.2","25.9182662963867","","",
"Libya","LBY","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97.0607604980469","95.3718795776367","93.6642379760742","91.9333801269531","90.1774978637695","88.4055099487305","86.6289978027344","84.8595428466797","83.1087341308594","81.3881530761719","79.7093811035156","78.0805892944336","76.4962997436523","74.9476089477539","73.4256134033203","71.9214172363281","70.4261245727539","67","","",
"St. Lucia","LCA","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89.9","90.3943557739258","90.9106369018555","91.403694152832","91.8717346191406","92.3236694335938","92.7710723876953","93.2255401611328","93.6986465454102","94.2","94.8347015380859","95.3434225844005","95.9818954467773","96.6571197509766","97.3590469360352","98.0787658691406","98.8073883056641","99.5374984741211","","",
"Latin America & Caribbean","LCN","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88.482063177646","89.0985455135025","89.9626596696494","88.4264658376151","89.3636056021887","89.8115955028821","90.4601501627632","91.0897143129461","91.4496729549216","92.0455901539664","92.6333544867827","92.7638137356342","93.2490069408868","93.5938877132962","94.2765992061337","94.5424068271867","95.2563175635195","95.4212333852317","95.9811758148077","96.2522843196368","96.6132408764859","96.9047709686455","97.0708288856021","97.3362441998614","97.5453629930395","97.8779802889763","98.3311441544161","","",
"Least developed countries: UN classification","LDC","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.2259761860172","22.196884191623","25.2953578209073","26.5485766725959","26.8822656295438","26.4112883561134","30.4451415356202","36.327984837094","32.3349140666433","32.8323367630835","33.9937669125962","34.7342738011427","38.4839139844571","38.6763354709675","39.4070538156179","42.5625597859944","46.914306710049","51.0376669382397","51.5834607896998","","",
"Low income","LIC","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.1813779659264","19.1423684662866","22.7445736057977","24.0732598569935","24.2681248277354","21.371086078118","25.7130637614229","35.996610561896","27.7155358336471","27.0643415892327","28.9282477090261","27.9596568243904","32.2606143212507","32.4878178219191","33.0502027965402","33.2878135517892","38.7869646577126","40.6877039167909","41.9171975776843","","",
"Liechtenstein","LIE","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Sri Lanka","LKA","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63.6","80.7","74.2907028198242","75.8948135375977","77.4739074707031","79.0368957519531","80","82.1608810424805","83.7450485229492","85.3","87.76","87","90.2","92.2588043212891","94.0753021240234","97.5","97.5","99.5834045410156","","",
"Lower middle income","LMC","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47.272156135013","46.5033651798083","47.9961859477828","49.7503624908253","52.4041346235755","55.3555541053563","58.2178530514406","57.9990335307081","56.3797109667855","60.211365076667","61.8339116654113","62.3328260751382","65.1340780890791","66.1620980087044","67.3853609490852","68.7421662240835","70.783121622058","71.4814957718154","68.6986520515252","74.9437145172186","75.7037049265351","77.0888615767404","80.3026169104572","82.5147164037382","84.5685047782904","86.2614740017622","","",
"Low & middle income","LMY","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73.21576533032","72.9144551721991","74.6015676358174","75.3790877056407","75.6258358743859","76.0922689436775","77.2595497799337","78.555900292066","78.5146617530092","79.1326085730803","79.978404065937","78.6315250869393","81.8324657580947","82.1446848535745","82.7626457500012","84.0575572604858","85.6183808350577","86.6967806343519","87.5922775423956","","",
"Lesotho","LSO","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.25876010781671","1.4139130115509","3.53884363174438","5.64502000808716","6.8","9.78590774536133","9.7","13.8650350570679","15.9093961715698","17","17","22.2006778717041","20.56","26.6152305603027","27.8","31.8150539398193","35.28564453125","33.7","47","","",
"Late-demographic dividend","LTE","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95.7106925522592","96.0398179515604","96.5781451205819","96.8252953790787","97.0826684010426","97.5827645236601","98.2102069102265","97.9327086660408","98.2371762262293","97.8546690432077","98.4492529144451","98.6665738547765","98.8074071654952","98.9579698741273","98.952830157361","98.8705005489176","99.2149800412073","99.3201489169109","99.4100565658736","","",
"Lithuania","LTU","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
